score,content
2,ko bs buka d spam terus UD daftar h bs trus
2,orang lain ga bisa liat ferofil ku
2,"Banyak bug nya , kolom chat kadang ilang , mesti keluar app dulu baru muncul , kirim vidio ga dukung format ngeleg dahal sinyal lancar , makin update makin berat kaya nya"
2,tiap dah masuk suka keluar sendiri trus ga bisa di pakai aflikasi nyah gimana yah
2,Kok sayaa ngedowload jadi makin lama ya malah tertunda mulu tolong dong ini knp saya jadii susah berkomunikasi dengan teman sayaaa tolong diperbaik lagii saya inginn chat dengan temen sayaa jadi lamaa dari kemaren tertunda muluu
2,"terlalu sering update,"
2,mengapa saya tidak bisa menggunakan atau membuka apk watsap ini dan saya mohon jangan mempersulit pengguna
2,"wa saya knpa GK bisa di pakek. tiba"" ada tulisan akun ada tidak bisa di gunakan karena spam. mksudnya apa ya. padahal juga gak prnah spam"
2,gk bisa kirim video di story
2,kenapaa WhatsApp saya tidak bisa mengirim video dan tidak bisa membuat status di WhatsApp?
2,"tidak bisa menguplod video hanya bisa foto, jika mengupload video selalu dinyatakan format file tidak didukung"
2,"aplikasi bangke,suka blokir nomor karena spam,padahal nomor penting di blokir permanent gara gara banyak banyak kirim pesan wa ke customer sebagai konfirmasi kurir sebelum kirim paket, sekarang lebih suka pakai aplikasi telegram utk bisa terhubung ke banyak orang"
2,"suka tiba-tiba kerestart, chat hilang semua"
2,"kenapa wattsap sering kena spam,padahal gak neko2"
2,abis update jadi tidak jelas ni aplikasi lemot gabisa kirim foto video payah
2,saat ditambah akun chatnya hilang padahal sudah di pulihkan dan juga terjadi di akun lainnya
2,"benerin bangg wa kuu kena blokir spamm muluu, padahal gaa spamm"
2,"wa knp skrng gabisa ngrim fto and vidio layarnya hitam?, buka foto atau video loading nya lama bgt stiiker juga gabisa dibuka knpp???"
2,Kenapa setiap saya bikin story whatsApp selalu eror layar berwarna hijau tolong di perbaikin lagi🙏
2,"habis update tiba-tiba foto dan video yg diunduh hilang semua.. bahkan yang dari bulan lalu terhapus semua. harus disimpan manual ke galeri. padahal di beberapa perangkat lain seperti aplikasi whatsapp istri saya, hal serupa tidak terjadi. waktu ulasan ini saya tulis, saya belum tahu foto dan video yang 2 3 atau bahkan setahun sebelumnya, apakah ikut terhapus atau masih ada. tolong diperbaiki"
2,setelah update jadi lelet belum lagi kalo kirim foto atau vidio format selalu tidak didukung..
2,setelah di update kenapa tidak bisa posting video?????
2,aplikasi ap ini punyaku kena banned tidak bisaaa normal kembali😡😡
2,Lambat kegedean
2,Ingin selalu terhubung dan hubungi kami dengan versi yang baru
2,tolong jgn tutup akun WhatsApp saya lagi
2,kecewa
2,buat ngetag atau nyari nama kontak orang kenapa loading nya lama banget ya muter² terus sampe lama banget masa gw doang yng ngalamin gitu apa ada yg lain b2 dulu maaf
2,mengapa di HP saya tak boleh gunakan WhatsApp
2,karna gak bisa buat sw
2,min kok saya tidak bisa upload video status katanya format tidak cocok padahal saya sudah update versi terbaru tapi tetap tidak bisa
2,apus gaa fitur ngetag
2,min bantu dongg
2,"engga bisa buka wa,selalu kembali ke beranda kenapa ya"
2,"kenapa sudah di update tapi tetap gaada efek kamera sama,kunci aplikasi 😬😬"
2,OOK WA GW GA BISA BIKIN STATUS SIH KENAPA NGELEG?
2,sulit
2,"tolong di perbaiki dong min kalo aplod vidio/fto masak berubah warna ijo si min biasa nya ga gini udh cape"" ngedit pas di aplod malah berubah jadi warna ijo"
2,"kenapa wa'nya gak bisa bikin vidio , cuma bisa up foto aja lama2 kok jelek s"
2,Panggilan makin lemot
2,sekarang nih WhatsApp banyak tingkah di atas pesan syara yang mau dikirim ada nomor 1 apa gunanya itu bikin pusing
2,kok saya tidak bisa mosting stori di wea dan ada bacaan tidak format file tidak terdukung
2,kenapa sekarang tidak bisa upload videoa ya !! kendalanya : file tidak bisa dukung
2,benerin dulu yang bug ny.
2,"min kok setelah di update malab tidak bisa unggah status vidio? apa nasalahnya min?? tolong dong diperbaiki.. secepatnya diperbaiki min tolong yah, masa pake wa ngk bisa ngirim vidio sih min.. di-update bknnya tmbh bagus malah tambah tdk bagus.."
2,kenapa mkin aneh ini WhatsApp tidak bisa upload video di status maupun kirim ke kontak padahal bukan file khusus
2,"habis update jadi gabisa kirim Vidio, tolong dong pihak WhatsApp buat segera di perbaiki"
2,"udah bagus sih cuman Kurang Kontak yang di pinnya minimal 20 lah jangan 3,Terus perbaiki bug² nya aku mau dapetin tema bahkan Update tiap hari tapi kok gak dapet dapet"
2,kenapa wa saya kok gak bisa buat story dan ngirim vidio????
2,tdk bgus
2,"Gimana sihh ini Lo mau ngirim video aja susah oon, file tidak di dukung mulu"
2,knp semakin di update kayak tambah parah gimana sih
2,Lemot
2,"udah di update dari lama, tapi kok belum muncul fitur musik yaa, teman-teman yang lain udah muncul dari lama, punyaku nggak muncul-muncul sampai sekarang😭"
2,Gak bisa buat status tapi orang lain bisa
2,Pliss dahh ini meta ai nya kenapa?masa saya tiba tiba dibilang goblokk
2,"ada bug saat menggunakan kamera belakang saat video call, gambar tidak muncul"
2,"saya menyukai aplikasi ini, tapi aplikasi ini sering kali tidak dapat mengirim vidio ke setatus, saluran, maupun kontak dan muncul ""format file tidak di dukung"" saat mengirim vidio. jika saya harus mengirimkan Video saya harus menghapus WhatsApp terlebi dahulu lalu mendownload nya lagi dan itu tidak bertahan lama setelah beberapa jam akan kembali seperti semula dan muncul tulisan ""format file tidak di dukung"" lagi. saya menggunakan hp Vivo y12s"
2,tidak ada fitur filter waktu vc
2,kirim vidio gak bisa keterangan file tidak di dukung padahal sudah coba vidio di kompresi dan rekam langsung via vidio whatsap tetap gak bisa
2,lemot sekale sih ni wa... signal bgs pake wiffi jgaa msih ae lemott.. tolong perbaiki lgiii.
2,"kenapa saat update... tapi GK ada perubahan nya ... padahal dah nunggu "" tapi GK ada perubahan nya tolong ya di perbaiki lagi"
2,"punya gua ngga ada vitur saluran nya min, udah di update berkali kali tetep aja ngga ada"
2,senang
2,bisa aja
2,ngapa sii herann tiapp chtann pastii lemott ngirim nyaa padahall update mulu ni wa
2,"ko aku mau pake audio di status wa malah ga muncul yaa musik"" nya,,gmna ini????"
2,saya suka
2,sya suka.
2,tidak bisa memperbarui status lalu muncul format file tidak di dukung
2,kenapa kalo mau bikin status aku gak bisa
2,min kenapa g bisa bikin sw
2,"update ny Emg Bagus,tapi ad satu kesalahan di hp sya semenjak update Tdk bisa krm vd atau bikin sw,dan setiap saya mau pesan suara pasti ga ad suara ny dan saya sudah menggunakan beberapa cara untuk memulihkannya tapi ttp tidak bisaa"
2,kenapa wa nya kluar masuk trus sihhh
2,mantap digunakan
2,"kalo upload video di status, hasilnya buram. Tolong min semoga kedepannya bisa di buat jernih kalo upload video di status wa seperti kalo upload video di story Facebook."
2,tolong dong wa bug parah ngirim chat gabisa lihat chat gbisa udah di balesin tapi gabisa bisa ngilang tolong dong benerin grgtbbet sumpah
2,"terlalu sering update,ya minimal ada fitur yang penting lah kalau update,ini gk ada fitur penting update terus"
2,kenapa wa sekarang jadi eror gak bisa buat upload video ke status malah ada tulisa format file tidak didukung
2,makin di up maki NGGA KARUAN!!!
2,mau buat status malah ngebug
2,"Ada WA serba mudah kalo ada kepentingan sama sesama bisnis ato rekanan ,ato sama sodara...."
2,gabisa kebuka kadang ngebug
2,"update lg dong aplikasinya, mau kirim foto langsung dri whatsapp gabisa malah jadi video,, kadang lemot juga"
2,Saya akan bantu cek terlebih dahulu
2,"Bug nomor yang tersimpan tidak ada nama, padahal sudah diberi nama malah tiba-tiba tidak ada nama yang muncul hanya nomor tanpa nama"
2,ni WA kok nggak bisa yah privasi PP padahal udah di privasi loh
2,"longor, masa ngirim video ga bisa? padahal biasanya bisa 😒"
2,lagi ada apa nih ??kirim vidio gak bisa atau format tidak didukung??
2,sy mau wa cepat maauk
2,dulu bangus sekarang selalu keluar sendiri
2,"sy tdk tau knp wa sy tdk bs buat kirim video alasan format file tdk didukung , tdk bs posting video ke story wa alasan jg format file tdk didukung. sy sdh coba uninstall trs download lg ttp tdk bs. tp di wa bisnis sy di hp yg sama bs kok kirim video. sy tdk tau masalah nya dimana"
2,Meta ai saya tidak bisa di gunakan
2,kurang memahami
2,"kenapa aku posting ulang selalu keluar WhatsApp,terus aku juga gak bisa post video di WhatsApp slalu terjadi kesalahan"
2,Bug saat liat status
2,ini gimna ceritany kirim video gk bisa
2,kenapa tidak bisa kirim video yaa format tidak di dukung apa yang salah ya
2,halo WhatsApp saya tidak bisa di buka tolong di buka. karena WhatsApp saya sangat penting
2,"Compress video nya tolong jangan terlalu besar biar bagus, masak iya apk ukuran besar videonya blur gak jelas"
2,kenapa ga bisa update sw si?
2,baik
2,wa sekarang kalo udah save nomer suka ke hapus sendiri kenapa yaa
2,"barusan di update tapi herannya ga bisa up sw berupa video, selalu tertulis ""format tidak dukung"" ini gimana solusinya? padahal format datanya ga besar"
2,kenapa jadi gak bisa bikin status vidio malahan?
2,"tolong yah ini knpa sya gabiss bikin status vidio, pdhal pake wifi jaringan nya lancar, mohon di bantu ya pihak WhatsApp"
2,"kenapa nomor saya tidak dapat di Verifikasi oleh whatsapp,, mohon bantuannya"
2,Setelah update buat sttsnya malah gak ada pilihan upload HD.
2,gaa bisaa aplod video
2,"kok tidak bisa ngetag grub, padahal udah update ke versi terbaru, tapii tetap tidak bisa, udah lama saya tunggu, tapi tetap tidak bisa??"
2,"knpa whatsapp saya tidk ada ai, padhl saya sdh update whatsapp terbaru."
2,saluran wa nya selalu gagal untuk kirim pesan dll padahal udah menyambung wifi
2,"haloo admin, seseorang berusaha meretas akun WhatsApp sy, padahal sy tidak melakukan spam"
2,ini kenapa saya baru update tapi tema chat saya tidak berubah?
2,"ko sekarang di hp vivo gabisa kirim vidio ya? ,muncul keterangan ""format file tidak didukung"""
2,di bulan April ini WhatsApp buka chat baru tapi pas di buka langsung kolom chat bagian atas bukan yg terbaru dan saat vc layar sering mati sendiri.
2,"kenapa saya ga bisa membuat status padahal udah update, terus ada bacaan file anda tidak terdukung"
2,knapa y kok GK bisa buat aploud status Vidio selalu muncul 'fail tidak mendukung
2,tolong buat fitur Live Whatsapp Biar Bisa Siaran Langsung di Whatsapp
2,"tolong jangan spam akun saya, saya tidak pernah menyepam, saya butuh nomor itu untuk kegiatan sehari-hari."
2,"saya login ke WhatsApp kata nya anda perlu aplikasi resmi untuk masuk, padahal saya sudah pakai aplikasi resmi dari play store.gj banget nih WhatsApp!!!!"
2,"TOLONG DONG UPGRDE LAGI BUAT FITUR UPLOAD STTS MAU PAKE IPHONE MAU PAKE HP KENTANG TTP AJA BURIK PAS DI UPLOAD, UDAH DI UPDATE KIRAIN MAU BERUBAH EH SAMA AJA!!!!"
2,Baik tapi knp selalu ke hpus
2,"agak kecewa sekarang,setelah update malah gak bisa buat story, setiap bikin story vidio pasti muncul tulisan "" format file tidak mendukung"" cuma bisa bikin story foto doang"
2,whatsApp saya selalu kena Spam terus ...mohon bantuan nya🙏..
2,"kenapa kalo mau bikin status Vidio atau kirim Vidio selalu format file tidak dukung?sudah di instal ulang tetep aja gabisa, tolong dong"
2,"nanti di perbarui penilaiannya, apabila sudah bisa upload video hp di status WA"
2,ok
2,jelekkk
2,bukan hp referbush tapi slalu kena spam chat
2,perbaiki lagunya dong masih banyak bug. nggak lengkap masa nyari coldplay aja ngga ketemu
2,Best
2,"gaada fitur ganti warna bubble chat, yg lain uda ada"
2,apa apa di banned padahal g melakukan pelanggaran apapun
2,maaf tolong tambahkan banyak musik
2,"loading terus, muter"" kalo mau menyebutkan orang di story, padahal udah di perbarui udah bersihkan cache, chat"" gaguna juga udah di hapus, penyimpanan juga masih banyak kok tetep loading ini gimana??!!"
2,sudah d upgrade tpi fitur w.a saya TDK muncul notif yg pakai musik
2,baik
2,"kenapa sih sekarang whatsapp kalo lagi video call atau telfon tiba"" mati sendiri gak jelas bgttttt"
2,"resolusi jelek ditambah gabisa up sw baik foto maupun Vidio, padahal di galeri bisa dibuka tp di wa format tidak tersedia udaa di update sama ajaa!"
2,gua mau pos jj ga bisa. bacaanya file anda tak tersedia wa makin ke sini makin gj
2,kok WhatsApp ku gaada musik di status nya😭
2,knpa yah Saya gak bisa pake whatsapp ini selalu muncul saya tidak bisa menggunakan whatsapp kerna spam
2,"tolong lebih dikecilin ruang mb nya, memo makin lama makin gakuat gara gara harus upgrade wa stiap baru"
2,kalok saya menelfon terus saja. menghubungkan
2,"tutor dong benerin WhatsApp resmi, kan. saya udah download yang resmi disini aaaa gak bis balik ini WhatsApp kuu😭😭😭😭"
2,"kenapa ya setiap terima foto/video tu gabisa di buka lewat wa, di kirim ke temen atau ke story pun gabisaa, pleasee help:(("
2,tidak bisa upload stori vidio di watshap setelah diperbaharui
2,"aplikasi nya sangat bagus, cuma kenapa ya tidak bisa ngirim/buat status wa dalam bentuk video?? tolong dong wa perbaiki lagi."
2,hallo admin WhatsApp tolong tambahin jumlah pesan yang dapat diteruskan dong masak saya mau meneruskan ke 10 orang aja harus ulang 2X kan jadi ribett
2,semakin lama semakin gak jelas wa sekarang up data dan pengembangan fitur fiturnya semakin berkembang tapi sekarang semakin bertambah fitur semakin aneh untuk up story wa aja gak bisa padahal sudah di up data nya tetep aja format file tidak didukung dan gak bisa berbagi vidoe maupun status
2,"ko aneh ya sekarang saya ga bisa ngirim Vidio,Maupun bikin sw vidio"
2,kok sekarang WhatsApp sudah tidak bisa mengirim vidio ya? tolong di perbaiki lgi sistemnya
2,akun saya kena spam terus padahal gk melanggar peraturan sampai kena spam permanen sudah 1 bulan gk kebuka kebuka
2,saya sllu kena spam bekali kali pdhl sya sllu mematuhi aturan whatsapp saya kecewa nomor bnr di blng salah
2,"setelah diupgrade malah gak bisa buat story video,gk bisa kirim video"
2,kecewa sy selalu dan selalu kena SPAM
2,"Karna kalau temen nge tag saya mau video/poto nya jadi deket banget,kaya nge zoom gitu."
2,"udah bagus, tapi pas kali gua mau buka selalu keluar sendiri"
2,baik
2,aku gada fitur lagu nya
2,tiap hari kena spam.
2,"Buat kirim video tidak bisa , Mohon kasih solusi nya ,"
2,fitur musik di status kebanyakan versi remake yang nggak enak didengar
2,WhatsApp ga bisa dibuka tu kenapa
2,tolong di perbaiki aplikasinya. banyak mengeluhkan saat ingin mengirim video muncul pemberitahuan Format file tidak didukung.
2,kenapa kalo vc nggak ada efeknya ..
2,pesan tidak mau terkirim
2,kenapa pesan yang salah gak bisa dihapus sih sekarang padahal belum lama. apalagi biasa nya cet yang salah gak bisa di edit lagi. perbaiki dong wea nya gak seru nihhh
2,"OYYY bisa di hd in gasiii kalau setiap bikin story, apalagi kalau masukin story vidio BEHHH BUREM ABIESSS. Adain fitur HD ga!!!!"
2,untuk hp vivo tidak bisa update status vidio.. gimana caranya guys
2,"di saya kok gak muncul filter nya ya pas vc padahal udah di update berkali kali tapi tetep GK ada perubahan,kira kira itu knp ya?"
2,"Hp saya Asus ROG PHONE 8 sudah android 15,. Tapi belum ada fitur musik di WhatsApp."
2,blm ada musik2 nya seperti yg lain 😒
2,mana update lagunya kocak
2,gabisa kirim video ke status
2,buat repost tag tag an temen kok malah ngezoom gituu jadi aneh
2,"updatenya ga rata, sw ga bisa hd pasti pecah, jelek bgt ga ngerti"
2,"sudah 3 kali kena spsam padahal cuman wa biasa aja ,baru ke buka sepam nya sekarang kena lagi spam ,gimana sih WhatsApp sejarang bikin orang susah kerja aja ,tolong dong lebih bijaksana dan di perbaiki"
2,blom dapet like padahal udh di update trsss
2,telpon pidio cuma berdurasi 2 menit uda mati
2,"pesennya ga bisa ke kirim itu knp y perasaan kemarin bagus"" aja"
2,tidak bisa ngirim vidio
2,kenapa selalu keluar format file tidak didukung pada aplikasi wa saat mau posting video di wa tidak bisa dikirim
2,karena saya tidak bisa menggunakan lagu di dalam status
2,aplikasi nya wagu
2,kenapa wa saya dispam y. truz gk bisa dibuka
2,kok setelah di apdet gak bisa tambah kontak yakan biasanya ada
2,widget nya gk bisa dipakai
2,"setelah update,kirim video jadi green screen"
2,malah d update malah ga bisa update story
2,wa tolong dong bugnya pas vc kita ngomong gaada suara dilawan bicara padahal microphone aman aman aja tolong diperbaiki
2,knpa whatsapp sy suka terblokir y pdhl udh ganti HP jga tetap terblokir heran dehh
2,kenapa di wa saya tidak ada fitur musik? padhal yang lain sudah bisa buat story dengan menambahkan musik? aneh² telat banget
2,knp ya mengirim Vidio ke whatsap tidak bisa file tidak mendukung
2,"tidak bisa update status video di WhatsApp padahal sudah diperbarui, sudah chat cs juga tapi masih tidak bisa update status video dengan tulisan format file tidak didukung :(("
2,kenapa wa melakukan ban terhadap nomor saya padahal saya tidak melakukan spam atau yang melanggar ketentuan wa?
2,"what shap sekarang gak enak lagi Makai nyaa,liat status GK kyak dulu lagii"
2,mohon bantuannya. untuk hp Vivo y50 untuk bikin status di wa tidak bisa . format file tidak di dukung
2,kenapa WA ku gabisa ada lagunya padahal dah update
2,pelayanan memuaskan
2,sangat baik
2,karena untuk saya atau yg lain whatsapp ini sering tdk bisa mengirim stiker atau emoji
2,kalo bikin story gambar nya buram 😭
2,ngebug di hp Vivo ga bisa sw video ☹️
2,ok
2,"WhatsApp sekarang gajelas,masa dibuat telpon sering menyambungkan ulang,padahal sinyal kuota sama wifi lancar.. cara supaya tidak menyambungkan ulang harus menyalakan mode pesawat terus dimatikan lagi baru lancar lagi,ada apa dengan system WhatsApp Sekarang?"
2,"kenapa mau bikin status video pasti muncul tulisan ""format file tidak didukung"" ?"
2,gimana ya cara mengatur supaya pemberitahuannya di aplikasi nya lngsung bukan di atas layar
2,"kenapa saya kasih 2 bintang,, Karena saya kesal, nomor whatsapp saya selalu diblok oleh pihak whatsapp, yang selalu di bilang spam, jelas jelas saya gunakan whatsapp kalo ada hal penting. tolong lah pihak whatsapp jangan selalu seperti itu, saya kan perlu dapat kabar atau mengabari persoalan pekerjaan."
2,ngebug
2,suka ke spam whatsapp nya gimana biar ga ke spam
2,"-update truss -bikin story psti after upload blur/burem -photo/video yg mau HD in sm aja g ada perubahan bagus nya +wallpaper chat bs diganti warnanya, jd nge-ganti warna chat jd warna favorit bs. +bs tag grup, jd klau ada yg mau jualan lbh mudah utk dilihat org. note: tolong diperbaiki kualitas story nya, biar ga blur/burem."
2,Tidak bisa mengirim video dan buat status video keteranagan format file tidak di dukung terus
2,gada chat
2,"wa lagi eror bjir, perbaikan dulu bugsnyaaa"
2,apps WA sekarang susah kirim foto atau video🤦🤦
2,"tolong whatsapp saya di hack orang, masih proses peninjauan mohon dipercepat🙏 soalnya ada data penting dan chat penting untuk konfirmasi pembayaran🙏"
2,"wa error pdhl udh update, sw org jd gde², stiap mau up sw jg gbs psti sllu mncul kata ""format file tdk mndkung"""
2,"Sangat mambatu walupun blm menerima nya, apa karena klaim nya sengaja di persulit agar orang yg dapet ga bisa klaim hadiah nya"
2,"kurang bagus ,, setelah lama saya pakai g ada masalah tapi sekarang ada masalah tidak bisa kirim video"
2,masih bisa untuk videocall tapi sering kena spam dan uptadetan nya juga ga berguna
2,"Filtur terbarux nggak ada muncul"""
2,kenapa nii kok ngak bisa bikin story kalau mau bikin story pasti ada tulisan format file tidak didukung gituuu susah banget jadinyaa
2,tiba2 keluar sendiri. Pas coba buka lagi ngga bisa. keluar sendiri akhirnya aku coba instal ulang
2,"tolong perbaiki bug pada apk ini karna wa saya tidak bisa update status video dan ada bacaan ""format file tidak di dukung"""
2,Aplikasi jelek ga ada cewek yg ngechat🗿
2,ok
2,"WhatsApp kenapa sih, tiap mau share lok harus selalu di perbarui dulu aplikasi nya. Padahal belum seminggu lho di update nya, malah nyuruh update lagi tiap mau share lok."
2,tolong diperbaiki lgi kenapa KLO buat video status GK bisa
2,"WA nya ngebug, kan aku psang PP dan ad bacaan terakhir di liat nya tanpa nge privat siapa pun. nah tapi ga terlihat PP sama terakhir di liat aku, ak udh ke pusat bantuan dan uda update tapi tetap ngebug. tolong lah bug ny di ilangin"
2,ini gmn ni apk wa ampir banyak pengguna wa ga bsa ngirim story video
2,ok
2,baik
2,WHATSAPP NOMOR SAYA BELUM ADA TAMPILAN MUSIK DI STATUS PADAHAL UDA UPDATE!!!!
2,aneh gabisa upload video di status
2,"wa buat hp vivoo kenapaa yaaa,kok setiapp mau bikin story khususnya vidio mesti muncul kata kata format file tidak didukungg????,adaa erorr kahh atauu kenapaaa,saya sampai tidak bisa mengabadikan momen liburann sayaa, semogaa cepattt dii perbaiki"
2,kenapa saya tidak bisa mengirim pesan atau menerima pesan?
2,Masa cuma ku saja yg blm ada perbaruan tema hanya tema gelap dan terang saja tema baru nya blm ada di wa ku :(
2,saya tidak mendapatkan fitur AI
2,mantapppp dengan Apk WA ini aku tau rasanya sakit hati
2,"apalah WA ini apalagi loh masalahnya sampe orng gada ngapa ngapain , gada tlpn spa² , malah pas di tlpn jadi memanggil kurng ajar , sampe bertengkar sama cwok ku, coba jan gitu lah WA klean pun gak bener kali wapdate WA bukan malah bagus malah agak laen"
2,"mohon jawaban nya, kenapa whatsapp ini sering kali melakukan file tidak mendukung ketika ingin memasang story, saya sangat kecewa... tolong di perbaiki, ni bintang dua dulu..."
2,maaf mengganggu admin alasan no wa sya. kena spam terus kenapa yahh???
2,wa sllu kena spam trs 😥
2,"tolong perbaiki BUG di pembaruan status/story yg sekarang susunan nya gk beraturan sesuai urutan waktunya, , beda sama dulu kalau story terbaru pasti di paling atas muncul nya dan story yg lama di bagian bawah, , sekarang acak banget, ,story yg hari kemaren tetap diam di bagian atas sedangkan story terbaru bisa di bagian bawah , ,sekarang urutan nya benar2 kacau acak amburadul gk karuan , , ,maaf 2 bintang dulu, ,nanti kalau sudah di perbaiki BUG nya baru saya kasih rating bintang 5"
2,kenapa no saya tidak bisa daftar WhatsApp mohon dibantu
2,wa saya selalu kena blokir setiap hari
2,tidak bisa buat status
2,WhatsApp busuk mana fitur share screen pas vidcall nya 🫩
2,"WhatsApp Sudah di Install Ulang 2x Tetap aza Ketika Voice Call Suara Saya Tidak ada, Tapi Ketika Video Call Suara Saya ada dan Semuanya Normal. TLP Tanpa WhatsApp juga Normal Suara ada. Ada yang bisa Bantu Tidak !?"
2,cape kena sepam terus 😥🙏
2,tak bisa kirim vidio secara langsung maupun rekaman
2,"akhir"" ini agak negeleg"
2,gak kaya dulu kalo nelpon langsung keliatan memanggil atau berderingnya sekarang mh ke lamaan di tulisan enkripsi end-to-end
2,"kenapa ini wa kok gak bisa buat status padahal penyimpanan masih banyak,selalu muncul bacaan ""format file tidak mendukung"""
2,lagi eror kah kenapa WhatsApp saya tidak bisa kirim video bacanya format file tidak di dukung mohon perbaiki dong min WhatsApp meta nya
2,aplikasi suka instal sendiri
2,sampai sekarang WhatsApp saya kok belum ada fitur musik nya yaaa
2,"whatsapp kenapasi!? saya ngga nglakuin kesalahan apa2 tiba2 dalam 2 hari bisa 3 kali muncul kalimat ""akun ini tidak bisa memakai whatsapp lagi karena spam"" posisi lagi ada kepentingan di wa. juga banyak data2 di wa pd ilang :(("
2,tidak muncul fitur musik
2,"kenapa isi saya mau masang status malah tidak bisa ""format file tidak bisa"" 👎👎"
2,oi ini ngebaug aoa gimana nih?🗿 kagak bisa liat sw temen
2,"Tolong developer WhatsApp, Selesaikan Maslah WhatsApp yang terkena sepam, padahal WhatsApp saya tidak melakukan kesalahan apapun, tolong hapus adanya sepam"
2,Tolong di update kembali akhir ini saya kesulitan mengirim file video dengan notif format file tidak di dukung
2,makin kesini makin kurang memuaskan
2,lambat
2,update lambat+status resolusi hd ttp aja ga hd
2,fitur musik di perbaruan status nya tidak ada
2,ga bisa kirim video
2,makin di updet makin gajelas skrng bikin sw aja gk bisa/format file tidak di dukung
2,baik semoga selalu memberikan yang terbaik untuk pengguna
2,"udah seminggu posting video selalu gabisa, keterangannya selalu format file tidak didukung padahal penyimpanan masih belum penuh"
2,maaf untuk sebelumnya namun untuk WhatsApp saya kecewa sangat sangat kecewa karena sekarang nomor WhatsApp saya seringkali di banned dengan alasan spam padahal sebelumnya tak pernah seperti ini. saya hanya chat dengan guru saya namun tiba tiba nomor saya diblokir lagi dan lagi itu membuat saya kesulitan dalam menjalankan aktifitas seperti biasanya. karena WhatsApp menjadi satu satunya alat komunikasi yang paling utama saya gunakan. tolong untuk perbaiki bug ini secepatnya.
2,"ngeluarin emotnya susah ga responsif, ngetiknya jadi kesusahan tuh cewe akuu merajuk 100"
2,"kenapa w,a saya selalu kena spam"
2,"tolong tambah kan fitur notif, kalo ada yang pasang status kasih notifikasi, biar bisa tau dan cepet buat cek status yang di posting kontak saya, Terima kasih🙏"
2,sudah otomatis update tapi fitur music tidak ada di story wa
2,Gimana sih gw gk bisa login
2,"bagus sih, bisa buat chatan sama ortu/tmn, tp tolong fitur blokir karena ada yang spam sangat mengganggu, saya lagi ada kepentingan untuk kehidupan saya di masa depan, tapi malah di halangi oleh fitur trsbt!!!!!!!"
2,ini gimana sih upload story gabisa Erros terus
2,Baru di perbaharui blm sampai sebulan ko minta mau di perbaharui lg ga ngerti deh terlalu banyak sering di perbaharui terus
2,"udah update berkali' tapi gda yang terbaru skrng itu tema chat, tolong diperbaiki lagi🙏"
2,kenapa WhatsApp saya terhenti paksa
2,untuk pesan 1X LIAT JD SERING EROR
2,"kok, setelah di update hp saya tidak bisa share video ada keterangan ""format file tidak didukung""... mohon solusinya"
2,adabug gabisakirim pesan
2,"tolong perbaiki lagi WhatsApp ini soalnya kalo sya mau masang setatus ko ada tulisan ""format file tidak di dukung"" setelah sekian lama nya saya memakai WhatsApp baru kali ini ada gangguan seperti itu jadi tolong di perbaiki"
2,KEBANYAKAN FORMAT GA DI DUKUNG PAS MAU UPLOAD DI STATUS WHATSAPP DULU GA PERNAH KAYA GINI
2,tiba tiba ke logout chat iilang data client juga hilang solusi nya gimana????
2,kenapa whatshap saya tidak ada fitur meta Al dan status pake musik
2,UPDET TERUS MALAH BANYAK BUG GILA!
2,makin lama makin GK jelas
2,"kenapa updatean sekarang kualitas story nya jadi pecah lagi nggak bisa di hd, padahal sebelumnya bisa di hd dan tidak pecah. tolong min ini gimana solusinya."
2,"tolong diperbaiki tentang ""format file tidak didukung"" pada hp² vivo seri lama"
2,kena Spam Terus Nih Cape Rasanya Susah Buat Minta Kodenya Lagi
2,Bisa gak sih sebelum kena banned kasih peringatan terlebih dahulu !!!
2,sudah di update tapi tidak muncul fitur tema default nya
2,"makin hari makin parah...stelah di perbhrui,semua chat jadi hilang"
2,"Udah update terus aplikasinya tp up status story WA untuk FOTO DAN VIDEO jelek burik sekali. foto gk jernih, video pecah2, Video FHD malah jadi kek 360p pecah. Tolong Tolong perbaiki untuk bagian STORY WA. Terima kasih"
2,Kok pas di update gk ada perubahan ya Tolong di perbaiki lagi ya... Ketika mengupdate
2,"kalo bikin story pasti pecah², resolusinya jelekk bgttt pdhl fotonya udah hd tinggal dibikin story wa langsung blur"
2,"Wa saya sekarang sering nge bug, sering nge bug kalo mau mengetik pesan di grup, papan ketik pesan nya itu menghilang!!!!!!!. tolong admin whatsapp segera ditindak lanjuti!!!!"
2,wa nya gak isa
2,tolong dong masak watsap sekarang ngk bisa ngirim vidio ke story dan ke teman kontak
2,kenapa ga bisa masuk spam trooos
2,ni gmn si yng buat aplikasi wa masa gak bisa kirim vidio ke status/ke kontak lain padahal udah update loh aku ni gmn si tolong lh yang buat aplikasi ni gmn caranya bisa kirim vidio ke status/kontak orang kan jd susah orng buat ngabarin orang rumah pakai video/Poto karena gk bisa kirim ke kontak lain
2,"kenapa akhir² ini setiap mau nelpon org selalu gagal alias bug, tolong diperbaiki."
2,setelah pembaruan aplikasi malah tidak bisa bikin story pakai video Format file tidak didukung terus udh coba di unistal apl nya ters di download lg ttep sama aja engga ada perubahan
2,Whatsapp jadi rentan spam
